"CurrentClimYear","noflowdays_r","totaldays_r","annualfractionnoflow_r","zeroflowfirst_r","gauge_ID"
1976,290,365,0.794520547945205,1,"X915011A"
1977,355,365,0.972602739726027,1,"X915011A"
1978,272,365,0.745205479452055,1,"X915011A"
1979,342,366,0.934426229508197,1,"X915011A"
1980,244,365,0.668493150684932,1,"X915011A"
1981,276,365,0.756164383561644,1,"X915011A"
1982,294,365,0.805479452054795,1,"X915011A"
1983,277,366,0.756830601092896,1,"X915011A"
1984,358,365,0.980821917808219,1,"X915011A"
1985,325,365,0.89041095890411,1,"X915011A"
1986,343,365,0.93972602739726,1,"X915011A"
1987,359,366,0.980874316939891,1,"X915011A"
1988,324,365,0.887671232876712,1,"X915011A"
1989,294,365,0.805479452054795,1,"X915011A"
1990,280,365,0.767123287671233,1,"X915011A"
1991,347,366,0.948087431693989,1,"X915011A"
1992,352,365,0.964383561643836,1,"X915011A"
1993,337,365,0.923287671232877,1,"X915011A"
1994,324,365,0.887671232876712,1,"X915011A"
1995,344,366,0.939890710382514,1,"X915011A"
1996,330,365,0.904109589041096,1,"X915011A"
1997,295,365,0.808219178082192,1,"X915011A"
1998,325,365,0.89041095890411,1,"X915011A"
1999,237,366,0.647540983606557,1,"X915011A"
2000,252,365,0.69041095890411,1,"X915011A"
2001,295,365,0.808219178082192,1,"X915011A"
2002,349,365,0.956164383561644,1,"X915011A"
2003,335,366,0.915300546448087,1,"X915011A"
2004,328,365,0.898630136986301,1,"X915011A"
2005,318,365,0.871232876712329,1,"X915011A"
2006,314,365,0.86027397260274,1,"X915011A"
2007,285,366,0.778688524590164,10,"X915011A"
2008,255,365,0.698630136986301,1,"X915011A"
2009,276,365,0.756164383561644,1,"X915011A"
2010,158,365,0.432876712328767,1,"X915011A"
2011,208,366,0.568306010928962,1,"X915011A"
2012,335,365,0.917808219178082,1,"X915011A"
2013,350,365,0.958904109589041,1,"X915011A"
2014,184,184,1,1,"X915011A"
1968,283,342,0.827485380116959,24,"X917107A"
1969,332,365,0.90958904109589,1,"X917107A"
1970,205,365,0.561643835616438,1,"X917107A"
1971,205,366,0.560109289617486,1,"X917107A"
1972,16,365,0.0438356164383562,153,"X917107A"
1973,0,365,0,Inf,"X917107A"
1974,0,365,0,Inf,"X917107A"
1975,0,366,0,Inf,"X917107A"
1976,0,365,0,Inf,"X917107A"
1977,0,365,0,Inf,"X917107A"
1978,29,365,0.0794520547945206,130,"X917107A"
1979,0,366,0,Inf,"X917107A"
1980,0,365,0,Inf,"X917107A"
1981,0,365,0,Inf,"X917107A"
1982,19,365,0.0520547945205479,153,"X917107A"
1983,0,366,0,Inf,"X917107A"
1984,61,365,0.167123287671233,35,"X917107A"
1985,139,365,0.380821917808219,1,"X917107A"
1986,63,365,0.172602739726027,296,"X917107A"
1987,285,366,0.778688524590164,1,"X917107A"
1988,296,365,0.810958904109589,1,"X917107A"
1989,250,365,0.684931506849315,1,"X917107A"
1990,188,365,0.515068493150685,1,"X917107A"
1991,0,366,0,Inf,"X917107A"
1992,133,365,0.364383561643836,25,"X917107A"
1993,352,365,0.964383561643836,1,"X917107A"
1994,330,365,0.904109589041096,1,"X917107A"
1995,341,366,0.931693989071038,1,"X917107A"
1996,292,365,0.8,1,"X917107A"
1997,173,365,0.473972602739726,1,"X917107A"
1998,132,365,0.361643835616438,24,"X917107A"
1999,87,366,0.237704918032787,51,"X917107A"
2000,7,365,0.0191780821917808,96,"X917107A"
2001,54,365,0.147945205479452,50,"X917107A"
2002,198,365,0.542465753424658,57,"X917107A"
2003,307,366,0.83879781420765,1,"X917107A"
2004,310,365,0.849315068493151,1,"X917107A"
2005,286,365,0.783561643835616,1,"X917107A"
2006,313,365,0.857534246575342,1,"X917107A"
2007,191,366,0.521857923497268,1,"X917107A"
2008,3,365,0.00821917808219178,159,"X917107A"
2009,0,365,0,Inf,"X917107A"
2010,0,365,0,Inf,"X917107A"
2011,0,366,0,Inf,"X917107A"
2012,0,365,0,Inf,"X917107A"
2013,0,365,0,Inf,"X917107A"
2014,30,184,0.16304347826087,150,"X917107A"
1967,42,273,0.153846153846154,112,"X919003A"
1968,46,365,0.126027397260274,118,"X919003A"
1969,33,365,0.0904109589041096,122,"X919003A"
1970,23,365,0.063013698630137,100,"X919003A"
1971,35,366,0.0956284153005464,114,"X919003A"
1972,57,365,0.156164383561644,136,"X919003A"
1973,0,365,0,Inf,"X919003A"
1974,10,365,0.0273972602739726,133,"X919003A"
1975,0,366,0,Inf,"X919003A"
1976,0,365,0,Inf,"X919003A"
1977,0,365,0,Inf,"X919003A"
1978,17,365,0.0465753424657534,103,"X919003A"
1979,0,366,0,Inf,"X919003A"
1980,0,365,0,Inf,"X919003A"
1981,0,365,0,Inf,"X919003A"
1982,0,365,0,Inf,"X919003A"
1983,0,366,0,Inf,"X919003A"
1984,13,365,0.0356164383561644,118,"X919003A"
1985,0,365,0,Inf,"X919003A"
1986,0,365,0,Inf,"X919003A"
1987,28,366,0.0765027322404372,124,"X919003A"
1988,0,365,0,Inf,"X919003A"
1989,0,365,0,Inf,"X919003A"
1990,10,365,0.0273972602739726,140,"X919003A"
1991,47,366,0.128415300546448,105,"X919003A"
1992,65,365,0.178082191780822,98,"X919003A"
1993,0,365,0,Inf,"X919003A"
1994,30,365,0.0821917808219178,144,"X919003A"
1995,0,366,0,Inf,"X919003A"
1996,0,365,0,Inf,"X919003A"
1997,0,365,0,Inf,"X919003A"
1998,0,365,0,Inf,"X919003A"
1999,0,366,0,Inf,"X919003A"
2000,0,365,0,Inf,"X919003A"
2001,0,365,0,Inf,"X919003A"
2002,107,365,0.293150684931507,80,"X919003A"
2003,55,366,0.150273224043716,92,"X919003A"
2004,12,365,0.0328767123287671,131,"X919003A"
2005,37,365,0.101369863013699,152,"X919003A"
2006,0,365,0,Inf,"X919003A"
2007,0,366,0,Inf,"X919003A"
2008,0,365,0,Inf,"X919003A"
2009,55,365,0.150684931506849,101,"X919003A"
2010,0,365,0,Inf,"X919003A"
2011,0,366,0,Inf,"X919003A"
2012,19,365,0.0520547945205479,174,"X919003A"
2013,8,365,0.0219178082191781,137,"X919003A"
2014,3,184,0.016304347826087,162,"X919003A"
1967,38,201,0.189054726368159,166,"X919201A"
1968,271,365,0.742465753424657,2,"X919201A"
1969,210,365,0.575342465753425,1,"X919201A"
1970,168,365,0.46027397260274,1,"X919201A"
1971,107,366,0.292349726775956,19,"X919201A"
1972,147,365,0.402739726027397,33,"X919201A"
1973,46,365,0.126027397260274,5,"X919201A"
1974,88,365,0.241095890410959,88,"X919201A"
1975,42,366,0.114754098360656,68,"X919201A"
1976,55,365,0.150684931506849,86,"X919201A"
1977,104,365,0.284931506849315,48,"X919201A"
1978,156,365,0.427397260273973,1,"X919201A"
1979,94,366,0.256830601092896,79,"X919201A"
1980,117,365,0.320547945205479,68,"X919201A"
1981,66,365,0.180821917808219,63,"X919201A"
1982,194,365,0.531506849315069,21,"X919201A"
1983,245,366,0.669398907103825,1,"X919201A"
1984,175,365,0.479452054794521,1,"X919201A"
1985,137,365,0.375342465753425,2,"X919201A"
1986,194,365,0.531506849315069,1,"X919201A"
1987,271,366,0.740437158469945,8,"X919201A"
1988,151,365,0.413698630136986,1,"X919201A"
1989,98,365,0.268493150684932,52,"X919201A"
1990,111,365,0.304109589041096,82,"X919201A"
1991,244,366,0.666666666666667,1,"X919201A"
1992,148,365,0.405479452054795,1,"X919201A"
1993,245,365,0.671232876712329,43,"X919201A"
1994,268,365,0.734246575342466,1,"X919201A"
1995,126,366,0.344262295081967,1,"X919201A"
1996,100,365,0.273972602739726,55,"X919201A"
1997,116,365,0.317808219178082,53,"X919201A"
1998,107,365,0.293150684931507,14,"X919201A"
1999,61,366,0.166666666666667,73,"X919201A"
2000,56,365,0.153424657534247,74,"X919201A"
2001,158,365,0.432876712328767,42,"X919201A"
2002,292,365,0.8,1,"X919201A"
2003,180,366,0.491803278688525,1,"X919201A"
2004,149,365,0.408219178082192,62,"X919201A"
2005,179,365,0.49041095890411,1,"X919201A"
2006,139,365,0.380821917808219,61,"X919201A"
2007,133,366,0.363387978142077,33,"X919201A"
2008,115,365,0.315068493150685,37,"X919201A"
2009,180,365,0.493150684931507,4,"X919201A"
2010,67,365,0.183561643835616,55,"X919201A"
2011,93,366,0.254098360655738,78,"X919201A"
2012,144,365,0.394520547945205,56,"X919201A"
2013,122,365,0.334246575342466,51,"X919201A"
2014,94,184,0.510869565217391,91,"X919201A"
1967,67,294,0.227891156462585,85,"X919309A"
1968,189,365,0.517808219178082,36,"X919309A"
1969,199,365,0.545205479452055,1,"X919309A"
1970,130,365,0.356164383561644,1,"X919309A"
1971,73,366,0.199453551912568,76,"X919309A"
1972,91,365,0.249315068493151,99,"X919309A"
1973,74,365,0.202739726027397,54,"X919309A"
1974,25,365,0.0684931506849315,115,"X919309A"
1975,14,366,0.0382513661202186,106,"X919309A"
1976,44,365,0.120547945205479,97,"X919309A"
1977,84,365,0.23013698630137,116,"X919309A"
1978,176,365,0.482191780821918,1,"X919309A"
1979,90,366,0.245901639344262,90,"X919309A"
1980,134,365,0.367123287671233,38,"X919309A"
1981,57,365,0.156164383561644,82,"X919309A"
1982,147,365,0.402739726027397,27,"X919309A"
1983,149,366,0.407103825136612,23,"X919309A"
1984,167,365,0.457534246575342,1,"X919309A"
1985,117,365,0.320547945205479,10,"X919309A"
1986,186,365,0.50958904109589,7,"X919309A"
1987,209,366,0.57103825136612,1,"X919309A"
1988,112,365,0.306849315068493,1,"X919309A"
1989,94,365,0.257534246575342,48,"X919309A"
1990,27,365,0.073972602739726,56,"X919309A"
1991,97,366,0.265027322404372,52,"X919309A"
1992,122,365,0.334246575342466,1,"X919309A"
1993,61,365,0.167123287671233,149,"X919309A"
1994,0,365,0,Inf,"X919309A"
1995,89,366,0.243169398907104,16,"X919309A"
1996,56,365,0.153424657534247,48,"X919309A"
1997,57,365,0.156164383561644,48,"X919309A"
1998,95,365,0.26027397260274,10,"X919309A"
1999,37,366,0.101092896174863,90,"X919309A"
2000,29,365,0.0794520547945206,94,"X919309A"
2001,94,365,0.257534246575342,73,"X919309A"
2002,153,365,0.419178082191781,1,"X919309A"
2003,124,366,0.33879781420765,5,"X919309A"
2004,69,365,0.189041095890411,40,"X919309A"
2005,35,365,0.0958904109589041,4,"X919309A"
2006,44,365,0.120547945205479,76,"X919309A"
2007,101,366,0.275956284153005,59,"X919309A"
2008,78,365,0.213698630136986,71,"X919309A"
2009,97,365,0.265753424657534,86,"X919309A"
2010,45,365,0.123287671232877,52,"X919309A"
2011,33,366,0.0901639344262295,118,"X919309A"
2012,60,365,0.164383561643836,78,"X919309A"
2013,67,365,0.183561643835616,49,"X919309A"
2014,99,184,0.53804347826087,55,"X919309A"
1967,80,273,0.293040293040293,94,"X922101B"
1968,86,365,0.235616438356164,90,"X922101B"
1969,138,365,0.378082191780822,37,"X922101B"
1970,130,365,0.356164383561644,30,"X922101B"
1971,128,366,0.349726775956284,57,"X922101B"
1972,166,365,0.454794520547945,46,"X922101B"
1973,22,365,0.0602739726027397,117,"X922101B"
1974,92,365,0.252054794520548,83,"X922101B"
1975,40,366,0.109289617486339,98,"X922101B"
1976,126,365,0.345205479452055,45,"X922101B"
1977,120,365,0.328767123287671,74,"X922101B"
1978,58,365,0.158904109589041,64,"X922101B"
1979,104,366,0.284153005464481,81,"X922101B"
1980,115,365,0.315068493150685,64,"X922101B"
1981,116,365,0.317808219178082,51,"X922101B"
1982,178,365,0.487671232876712,47,"X922101B"
1983,104,366,0.284153005464481,79,"X922101B"
1984,86,365,0.235616438356164,68,"X922101B"
1985,85,365,0.232876712328767,68,"X922101B"
1986,141,365,0.386301369863014,39,"X922101B"
1987,143,366,0.390710382513661,56,"X922101B"
1988,106,365,0.29041095890411,26,"X922101B"
1989,133,365,0.364383561643836,57,"X922101B"
1990,118,365,0.323287671232877,45,"X922101B"
1991,176,366,0.480874316939891,1,"X922101B"
1992,157,365,0.43013698630137,1,"X922101B"
1993,144,365,0.394520547945205,31,"X922101B"
1994,196,365,0.536986301369863,1,"X922101B"
1995,76,366,0.207650273224044,87,"X922101B"
1996,56,365,0.153424657534247,75,"X922101B"
1997,132,365,0.361643835616438,44,"X922101B"
1998,41,365,0.112328767123288,93,"X922101B"
1999,64,366,0.174863387978142,68,"X922101B"
2000,9,365,0.0246575342465753,102,"X922101B"
2001,130,365,0.356164383561644,71,"X922101B"
2002,203,365,0.556164383561644,1,"X922101B"
2003,174,366,0.475409836065574,3,"X922101B"
2004,115,365,0.315068493150685,56,"X922101B"
2005,141,365,0.386301369863014,54,"X922101B"
2006,74,365,0.202739726027397,122,"X922101B"
2007,54,366,0.147540983606557,123,"X922101B"
2008,90,365,0.246575342465753,49,"X922101B"
2009,149,365,0.408219178082192,38,"X922101B"
2010,0,365,0,Inf,"X922101B"
2011,88,366,0.240437158469945,75,"X922101B"
2012,104,365,0.284931506849315,90,"X922101B"
2013,70,365,0.191780821917808,75,"X922101B"
2014,106,184,0.576086956521739,78,"X922101B"
1957,0,72,0,Inf,"X925001A"
1958,0,365,0,Inf,"X925001A"
1959,0,366,0,Inf,"X925001A"
1960,0,365,0,Inf,"X925001A"
1961,2,365,0.00547945205479452,136,"X925001A"
1962,0,365,0,Inf,"X925001A"
1963,0,366,0,Inf,"X925001A"
1964,0,365,0,Inf,"X925001A"
1965,0,365,0,Inf,"X925001A"
1966,0,365,0,Inf,"X925001A"
1967,0,366,0,Inf,"X925001A"
1968,0,365,0,Inf,"X925001A"
1969,0,365,0,Inf,"X925001A"
1970,0,365,0,Inf,"X925001A"
1971,0,366,0,Inf,"X925001A"
1972,0,365,0,Inf,"X925001A"
1973,0,365,0,Inf,"X925001A"
1974,0,365,0,Inf,"X925001A"
1975,0,366,0,Inf,"X925001A"
1976,0,365,0,Inf,"X925001A"
1977,0,365,0,Inf,"X925001A"
1978,0,365,0,Inf,"X925001A"
1979,0,366,0,Inf,"X925001A"
1980,0,365,0,Inf,"X925001A"
1981,0,365,0,Inf,"X925001A"
1982,0,365,0,Inf,"X925001A"
1983,0,366,0,Inf,"X925001A"
1984,0,365,0,Inf,"X925001A"
1985,0,365,0,Inf,"X925001A"
1986,0,365,0,Inf,"X925001A"
1987,0,366,0,Inf,"X925001A"
1988,0,365,0,Inf,"X925001A"
1989,0,365,0,Inf,"X925001A"
1990,0,365,0,Inf,"X925001A"
1991,0,366,0,Inf,"X925001A"
1992,0,365,0,Inf,"X925001A"
1993,0,365,0,Inf,"X925001A"
1994,0,365,0,Inf,"X925001A"
1995,0,366,0,Inf,"X925001A"
1996,0,365,0,Inf,"X925001A"
1997,0,365,0,Inf,"X925001A"
1998,0,365,0,Inf,"X925001A"
1999,0,366,0,Inf,"X925001A"
2000,0,365,0,Inf,"X925001A"
2001,0,365,0,Inf,"X925001A"
2002,0,365,0,Inf,"X925001A"
2003,0,366,0,Inf,"X925001A"
2004,0,365,0,Inf,"X925001A"
2005,0,365,0,Inf,"X925001A"
2006,0,365,0,Inf,"X925001A"
2007,0,366,0,Inf,"X925001A"
2008,0,365,0,Inf,"X925001A"
2009,0,365,0,Inf,"X925001A"
2010,0,365,0,Inf,"X925001A"
2011,0,366,0,Inf,"X925001A"
2012,0,365,0,Inf,"X925001A"
2013,0,365,0,Inf,"X925001A"
2014,0,184,0,Inf,"X925001A"
1970,0,223,0,Inf,"X926002A"
1971,0,366,0,Inf,"X926002A"
1972,0,365,0,Inf,"X926002A"
1973,0,365,0,Inf,"X926002A"
1974,0,365,0,Inf,"X926002A"
1975,0,366,0,Inf,"X926002A"
1976,0,365,0,Inf,"X926002A"
1977,0,365,0,Inf,"X926002A"
1978,0,365,0,Inf,"X926002A"
1979,0,366,0,Inf,"X926002A"
1980,0,365,0,Inf,"X926002A"
1981,0,365,0,Inf,"X926002A"
1982,0,365,0,Inf,"X926002A"
1983,0,366,0,Inf,"X926002A"
1984,0,365,0,Inf,"X926002A"
1985,0,365,0,Inf,"X926002A"
1986,0,365,0,Inf,"X926002A"
1987,0,366,0,Inf,"X926002A"
1988,172,365,0.471232876712329,194,"X926002A"
1989,26,365,0.0712328767123288,1,"X926002A"
1990,83,365,0.227397260273973,69,"X926002A"
1991,0,366,0,Inf,"X926002A"
1992,0,365,0,Inf,"X926002A"
1993,0,365,0,Inf,"X926002A"
1994,0,365,0,Inf,"X926002A"
1995,0,366,0,Inf,"X926002A"
1996,0,365,0,Inf,"X926002A"
1997,0,365,0,Inf,"X926002A"
1998,0,365,0,Inf,"X926002A"
1999,0,366,0,Inf,"X926002A"
2000,0,365,0,Inf,"X926002A"
2001,0,365,0,Inf,"X926002A"
2002,0,365,0,Inf,"X926002A"
2003,0,366,0,Inf,"X926002A"
2004,0,365,0,Inf,"X926002A"
2005,0,365,0,Inf,"X926002A"
2006,0,365,0,Inf,"X926002A"
2007,0,366,0,Inf,"X926002A"
2008,0,365,0,Inf,"X926002A"
2009,0,365,0,Inf,"X926002A"
2010,0,365,0,Inf,"X926002A"
2011,0,366,0,Inf,"X926002A"
2012,0,365,0,Inf,"X926002A"
2013,0,365,0,Inf,"X926002A"
2014,0,184,0,Inf,"X926002A"
1976,124,165,0.751515151515151,201,"G9030124"
1977,312,365,0.854794520547945,1,"G9030124"
1978,347,365,0.950684931506849,1,"G9030124"
1979,357,366,0.975409836065574,1,"G9030124"
1980,328,365,0.898630136986301,1,"G9030124"
1981,311,365,0.852054794520548,1,"G9030124"
1982,340,365,0.931506849315068,1,"G9030124"
1983,337,366,0.920765027322404,1,"G9030124"
1984,360,365,0.986301369863014,1,"G9030124"
1985,361,365,0.989041095890411,1,"G9030124"
1986,340,365,0.931506849315068,1,"G9030124"
1987,366,366,1,1,"G9030124"
1988,345,365,0.945205479452055,1,"G9030124"
1989,365,365,1,1,"G9030124"
1990,317,365,0.868493150684931,1,"G9030124"
1991,360,366,0.983606557377049,1,"G9030124"
1992,337,365,0.923287671232877,1,"G9030124"
1993,340,365,0.931506849315068,1,"G9030124"
1994,363,365,0.994520547945206,1,"G9030124"
1995,351,366,0.959016393442623,1,"G9030124"
1996,334,365,0.915068493150685,1,"G9030124"
1997,363,365,0.994520547945206,1,"G9030124"
1998,326,365,0.893150684931507,1,"G9030124"
1999,322,366,0.879781420765027,1,"G9030124"
2000,303,365,0.83013698630137,1,"G9030124"
2001,356,365,0.975342465753425,1,"G9030124"
2002,306,365,0.838356164383562,1,"G9030124"
2003,277,366,0.756830601092896,1,"G9030124"
2004,363,365,0.994520547945206,1,"G9030124"
2005,288,365,0.789041095890411,1,"G9030124"
2006,350,365,0.958904109589041,1,"G9030124"
2007,341,366,0.931693989071038,1,"G9030124"
2008,319,365,0.873972602739726,1,"G9030124"
2009,341,365,0.934246575342466,1,"G9030124"
2010,282,365,0.772602739726027,1,"G9030124"
2011,336,366,0.918032786885246,1,"G9030124"
2012,354,365,0.96986301369863,1,"G9030124"
2013,211,218,0.967889908256881,1,"G9030124"
1966,85,322,0.263975155279503,52,"G9030250"
1967,18,366,0.0491803278688525,150,"G9030250"
1968,0,365,0,Inf,"G9030250"
1969,14,365,0.0383561643835616,155,"G9030250"
1970,31,365,0.0849315068493151,76,"G9030250"
1971,0,366,0,Inf,"G9030250"
1972,0,365,0,Inf,"G9030250"
1973,34,365,0.0931506849315069,98,"G9030250"
1974,0,365,0,Inf,"G9030250"
1975,0,366,0,Inf,"G9030250"
1976,0,365,0,Inf,"G9030250"
1977,0,365,0,Inf,"G9030250"
1978,0,365,0,Inf,"G9030250"
1979,0,366,0,Inf,"G9030250"
1980,0,365,0,Inf,"G9030250"
1981,0,365,0,Inf,"G9030250"
1982,0,365,0,Inf,"G9030250"
1983,0,366,0,Inf,"G9030250"
1984,0,365,0,Inf,"G9030250"
1985,0,365,0,Inf,"G9030250"
1986,0,365,0,Inf,"G9030250"
1987,0,366,0,Inf,"G9030250"
1988,0,365,0,Inf,"G9030250"
1989,0,365,0,Inf,"G9030250"
1990,0,365,0,Inf,"G9030250"
1991,0,366,0,Inf,"G9030250"
1992,0,365,0,Inf,"G9030250"
1993,5,365,0.0136986301369863,158,"G9030250"
1994,0,365,0,Inf,"G9030250"
1995,0,366,0,Inf,"G9030250"
1996,0,365,0,Inf,"G9030250"
1997,0,365,0,Inf,"G9030250"
1998,0,365,0,Inf,"G9030250"
1999,0,366,0,Inf,"G9030250"
2000,0,365,0,Inf,"G9030250"
2001,0,365,0,Inf,"G9030250"
2002,0,365,0,Inf,"G9030250"
2003,0,366,0,Inf,"G9030250"
2004,0,365,0,Inf,"G9030250"
2005,0,365,0,Inf,"G9030250"
2006,0,365,0,Inf,"G9030250"
2007,0,366,0,Inf,"G9030250"
2008,0,365,0,Inf,"G9030250"
2009,0,365,0,Inf,"G9030250"
2010,0,365,0,Inf,"G9030250"
2011,0,366,0,Inf,"G9030250"
2012,0,365,0,Inf,"G9030250"
2013,0,365,0,Inf,"G9030250"
2014,2,184,0.0108695652173913,114,"G9030250"
1965,165,238,0.69327731092437,128,"G9070142"
1966,247,365,0.676712328767123,1,"G9070142"
1967,234,366,0.639344262295082,1,"G9070142"
1968,234,365,0.641095890410959,1,"G9070142"
1969,231,365,0.632876712328767,14,"G9070142"
1970,173,365,0.473972602739726,1,"G9070142"
1971,48,366,0.131147540983607,163,"G9070142"
1972,109,365,0.298630136986301,149,"G9070142"
1973,148,365,0.405479452054795,1,"G9070142"
1974,0,365,0,Inf,"G9070142"
1975,0,366,0,Inf,"G9070142"
1976,0,365,0,Inf,"G9070142"
1977,0,365,0,Inf,"G9070142"
1978,33,365,0.0904109589041096,130,"G9070142"
1979,208,366,0.568306010928962,80,"G9070142"
1980,186,365,0.50958904109589,1,"G9070142"
1981,117,365,0.320547945205479,77,"G9070142"
1982,288,365,0.789041095890411,3,"G9070142"
1983,175,366,0.478142076502732,1,"G9070142"
1984,117,365,0.320547945205479,132,"G9070142"
1985,304,365,0.832876712328767,1,"G9070142"
1986,234,365,0.641095890410959,1,"G9070142"
1987,318,366,0.868852459016393,1,"G9070142"
1988,313,365,0.857534246575342,1,"G9070142"
1989,335,365,0.917808219178082,1,"G9070142"
1990,276,365,0.756164383561644,1,"G9070142"
1991,258,366,0.704918032786885,1,"G9070142"
1992,169,365,0.463013698630137,1,"G9070142"
1993,223,365,0.610958904109589,73,"G9070142"
1994,271,365,0.742465753424657,1,"G9070142"
1995,273,366,0.745901639344262,1,"G9070142"
1996,277,365,0.758904109589041,1,"G9070142"
1997,260,365,0.712328767123288,1,"G9070142"
1998,150,365,0.410958904109589,1,"G9070142"
1999,187,366,0.510928961748634,1,"G9070142"
2000,108,365,0.295890410958904,2,"G9070142"
2001,47,365,0.128767123287671,307,"G9070142"
2002,176,365,0.482191780821918,1,"G9070142"
2003,0,366,0,Inf,"G9070142"
2004,88,365,0.241095890410959,143,"G9070142"
2005,155,365,0.424657534246575,1,"G9070142"
2006,0,365,0,Inf,"G9070142"
2007,145,366,0.396174863387978,65,"G9070142"
2008,152,365,0.416438356164384,1,"G9070142"
2009,38,365,0.104109589041096,136,"G9070142"
2010,1,365,0.00273972602739726,148,"G9070142"
2011,0,366,0,Inf,"G9070142"
2012,11,365,0.0301369863013699,193,"G9070142"
2013,165,365,0.452054794520548,19,"G9070142"
2014,0,184,0,Inf,"G9070142"
1966,140,255,0.549019607843137,111,"A0020101"
1967,143,366,0.390710382513661,57,"A0020101"
1968,220,365,0.602739726027397,81,"A0020101"
1969,239,365,0.654794520547945,1,"A0020101"
1970,243,365,0.665753424657534,1,"A0020101"
1971,129,366,0.352459016393443,60,"A0020101"
1972,226,365,0.619178082191781,1,"A0020101"
1973,105,365,0.287671232876712,35,"A0020101"
1974,155,365,0.424657534246575,80,"A0020101"
